x,y,z,r,g,b,timestamp
0.19894576574828898,0.2055751739587598,0.05812465928139776,131,157,155,1753999595.3821893
-0.17879781054483787,0.21623024655856882,0.06074636707577241,123,151,157,1753999595.3821893
-0.1751125373870503,0.21409628117796276,0.06203319604805052,98,123,130,1753999595.3821893
-0.17212897521679826,0.21430966851026323,0.06178747158446157,138,168,171,1753999595.3821893
-0.16920397746899296,0.2147364845797296,0.06140221315666372,43,73,78,1753999595.3821893
-0.15723480907030785,0.21559005387580032,0.06041803226171616,102,126,128,1753999595.3821893
-0.1521378382758507,0.20769439575514292,0.06547747687397826,123,152,164,1753999595.3821893
-0.1511288015431667,0.21559005387580032,0.06020480578034598,115,138,143,1753999595.3821893
-0.14807580522563804,0.21559005387580032,0.060098192799682426,78,96,105,1753999595.3821893
0.1712534872546953,0.2113221231145882,0.05177801127848458,111,137,139,1753999595.3821893
0.1692529290729416,0.19425041078873806,0.06317205504101359,102,130,134,1753999595.3821893
0.17219655792697655,0.19425041078873806,0.06306926125633261,119,144,149,1753999595.3821893
0.17527032872713272,0.19467717473434076,0.06267884010366925,115,139,141,1753999595.3821893
0.18053235133413423,0.2021460796283937,0.05754074453927477,104,126,129,1753999595.3821893
0.18291100033678728,0.20022549086108987,0.05873165529818358,88,110,120,1753999595.3821893
0.18444956108111918,0.19574418348657563,0.06165051720085574,56,73,78,1753999595.3821893
0.18719246826068717,0.19510399080380714,0.06197939456148682,50,72,75,1753999595.3821893
0.18985825659076674,0.19425041078873806,0.06245250114846168,125,150,155,1753999595.3821893
0.19265856513960755,0.19382359471927169,0.06263782747480456,101,131,136,1753999595.3821893
0.1954545106691446,0.19339678936880367,0.0628233165186648,123,153,156,1753999595.3821893
-0.17784749532379543,0.2106326073590229,0.06086836416281183,128,154,154,1753999595.3821893
-0.17455701225977324,0.20978216801046112,0.0613226906840621,113,141,147,1753999595.3821893
-0.17189359018580863,0.21105784773573655,0.060375811401925605,96,127,127,1753999595.3821893
-0.16903484505567104,0.21169568223887503,0.05984904137652125,50,72,75,1753999595.3821893
-0.16605023738805055,0.21190827636530007,0.059602513946444724,75,96,102,1753999595.3821893
-0.16013191363934073,0.21254611086843855,0.058968901081359326,117,146,147,1753999595.3821893
-0.15516693189497224,0.20531731576949286,0.06363414691944452,113,138,143,1753999595.3821893
-0.1521002455513661,0.20510472164306792,0.06366935850622824,134,162,168,1753999595.3821893
-0.14908990016186655,0.20510472164306792,0.06356423492879099,112,140,146,1753999595.3821893
-0.14783123647293078,0.212120870491725,0.058823989781425556,67,84,89,1753999595.3821893
0.17111832311306147,0.2089317393808976,0.04982068505789622,108,137,138,1753999595.3821893
0.16905591261981273,0.19171024772989387,0.061419970818305136,90,120,125,1753999595.3821893
0.17199733744544385,0.19171024772989387,0.061317253999991994,121,145,145,1753999595.3821893
0.17506889501552228,0.19213549882560577,0.060925365391645725,101,127,129,1753999595.3821893
0.178144801847919,0.19256068707845575,0.06053334709078889,121,142,148,1753999595.3821893
0.1812923491593658,0.19319852158159423,0.05999649187098233,85,108,115,1753999595.3821893
0.1841047573729892,0.19277333332874436,0.060182885679422315,56,73,85,1753999595.3821893
0.18691278844907122,0.1923480929520307,0.06036946488547562,56,72,82,1753999595.3821893
0.18964591618339832,0.19171024772989387,0.0607009520500269,124,148,158,1753999595.3821893
0.19237247687001782,0.19107241322675528,0.061032678898463366,96,121,126,1753999595.3821893
0.1951651988839441,0.19064717285004174,0.061219792708747334,122,148,148,1753999595.3821893
0.20252964293351414,0.2034038536649425,0.05242388571678053,110,133,138,1753999595.3821893
-0.17728061565812375,0.2063310675765483,0.0601696116674601,134,162,166,1753999595.3821893
-0.17418982244358477,0.20611925593700053,0.06020473752314992,125,150,155,1753999595.3821893
-0.1714105025997778,0.20696654390005687,0.05953540370108684,58,87,95,1753999595.3821893
-0.16880472406985753,0.20844930818662177,0.058442910973871,44,67,74,1753999595.3821893
-0.16594495603975878,0.2090847952291287,0.05791383692984575,89,108,110,1753999595.3821893
-0.1630786358540364,0.20972027155263728,0.05738452372197833,103,120,123,1753999595.3821893
-0.15911355413027303,0.2063310675765483,0.05953520389950362,103,130,139,1753999595.3821893
-0.15501430576221417,0.2023063872769506,0.062110417975942134,119,147,153,1753999595.3821893
-0.1521178432105592,0.20273005196091143,0.06172311090654342,119,149,154,1753999595.3821893
-0.14921698599782993,0.20315367524000694,0.061335693274326475,106,134,140,1753999595.3821893
-0.1464179948464096,0.20400101532692694,0.06066563997046248,65,70,79,1753999595.3821893
0.1710449535054242,0.2067547322605091,0.04771965439032716,94,116,119,1753999595.3821893
0.16898468885048684,0.1895969114595143,0.05938038892012504,101,124,129,1753999595.3821893
0.17154250095846338,0.18832594809349879,0.06014949599831776,114,139,144,1753999595.3821893
0.17330681758269767,0.18451313155731253,0.0626631564102777,92,117,122,1753999595.3821893
0.17800735180662505,0.19023238778302298,0.058636091485459785,122,148,150,1753999595.3821893
0.18101928986078905,0.19044419942257074,0.058387853557865466,82,107,112,1753999595.3821893
0.1838284596667179,0.19002057614347523,0.0585758726527722,67,86,90,1753999595.3821893
0.1866332526963575,0.1895969114595143,0.05876408749020301,53,74,82,1753999595.3821893
0.18936318364773955,0.18896142441700736,0.05909796494456776,99,122,129,1753999595.3821893
0.19201496209284702,0.18811413645395103,0.059577640635196605,111,136,141,1753999595.3821893
0.19465799888475846,0.1872668484908947,0.060057621591081634,122,150,156,1753999595.3821893
0.19743979853699684,0.18684318380693388,0.060246639374944455,119,147,151,1753999595.3821893
-0.18038177574965683,0.20415563614891252,0.05817583632975243,129,151,154,1753999595.3821893
-0.17357362471584847,0.19170433163874934,0.06642409317378672,118,144,146,1753999595.3821893
-0.1706103234191018,0.19170433163874934,0.06632061241226844,137,166,165,1753999595.3821893
-0.1711125768618025,0.2035225072860356,0.05828363617155591,51,80,92,1753999595.3821893
-0.16851356595532532,0.20499977272646341,0.05718606636418316,50,66,74,1753999595.3821893
-0.16572013001838745,0.20584392002301255,0.05651320484220357,90,112,115,1753999595.3821893
-0.1625077359866152,0.20521085400299766,0.05683249078316649,120,141,149,1753999595.3821893
-0.15792163997436873,0.19951275855109485,0.060555789522466374,97,127,130,1753999595.3821893
-0.1514200779244357,0.18642834661605134,0.06924626080432661,123,151,155,1753999595.3821893
-0.1485947778157961,0.1868504463262578,0.06885992658341877,91,123,130,1753999595.3821893
-0.14576508490368517,0.1872725353174659,0.06847342860490768,82,106,116,1753999595.3821893
-0.14638475402315115,0.20141212370172912,0.058858429673841195,60,67,71,1753999595.3821893
0.17090985508229786,0.20436665458258474,0.045764637075093206,80,92,98,1753999595.3821893
0.16866219684168088,0.18663941717358734,0.05792488373422633,112,136,138,1753999595.3821893
0.1699375905154355,0.18115240299821878,0.061619947369671746,118,143,148,1753999595.3821893
0.1728462080804352,0.18115240299821878,0.0615183762061447,110,138,142,1753999595.3821893
0.17608530678064202,0.18220756872844013,0.060686126607541635,102,130,136,1753999595.3821893
0.18074637425986234,0.1876945829038087,0.05678375718057643,82,107,112,1753999595.3821893
0.18355232091143256,0.1872725353174659,0.05697341138681761,77,96,100,1753999595.3821893
0.1862845208358799,0.18663941717358734,0.05730949862011597,52,70,77,1753999595.3821893
0.18901015335136745,0.18600629902970867,0.057645815192388705,63,86,93,1753999595.3821893
0.1915860868878548,0.18495108117562353,0.058275031935269395,123,147,147,1753999595.3821893
0.19422374923983113,0.1841069338790744,0.058758235325814756,113,138,143,1753999595.3821893
0.19692638837791737,0.18347381573519572,0.05909535484451961,123,153,158,1753999595.3821893
0.20576011934802824,0.20014588741397188,0.047424255237276225,104,126,127,1753999595.3821893
-0.1799335405164803,0.20029820218019123,0.05721481842283738,134,157,162,1753999595.3821893
-0.17338898811190034,0.1887342746867936,0.06493873964617058,96,121,126,1753999595.3821893
-0.17043005019570973,0.1887342746867936,0.06483541125725889,137,165,169,1753999595.3821893
-0.17075243250541364,0.19987766744373914,0.05718339183215121,46,70,80,1753999595.3821893
-0.16797880464226167,0.2007186740737812,0.05650818726826817,75,94,98,1753999595.3821893
-0.16501725607054993,0.2009289621444399,0.05626015387926925,74,92,99,1753999595.3821893
-0.16117405569062568,0.19798538755099315,0.05815023678157233,131,156,163,1753999595.3821893
-0.15425453215199442,0.1836882149396729,0.06774069740513267,111,139,145,1753999595.3821893
-0.15132186387164304,0.1836882149396729,0.06763828637211877,121,145,155,1753999595.3821893
-0.14838918069920773,0.1836882149396729,0.06753587481906181,102,129,140,1753999595.3821893
-0.14572777390368816,0.18473945751651,0.0667200078118283,71,87,95,1753999595.3821893
-0.14645772625332337,0.19924690747949048,0.0567687784080107,64,53,59,1753999595.3821893
0.16565404725835414,0.18452922156971496,0.05599089630049342,66,78,82,1753999595.3821893
0.16689575287349587,0.1788524018583455,0.059851459082576774,96,122,122,1753999595.3821893
0.16718403744908056,0.17023199683453105,0.0657695961203662,104,129,134,1753999595.3821893
0.17017667147565446,0.17065252085198468,0.06537589591397808,119,144,151,1753999595.3821893
0.1731736554870513,0.171073003464573,0.06498208670490063,110,135,140,1753999595.3821893
0.17899599562401267,0.18032415773363786,0.05841677517978944,96,121,126,1753999595.3821893
0.18313981515804836,0.18410868683326298,0.05566946459612915,74,102,106,1753999595.3821893
0.18586662916323074,0.1834779268690142,0.05600801856556581,52,75,80,1753999595.3821893
0.18858687575945332,0.18284716690476555,0.05634680187397684,57,77,88,1753999595.3821893
0.19122902223097613,0.1820061602747236,0.056832883430699366,122,150,154,1753999595.3821893
0.19386241251847147,0.1811651643636799,0.05731928111763179,98,125,134,1753999595.3821893
0.19656075249815871,0.1805343936804329,0.05765881906442338,122,147,154,1753999595.3821893
0.19940221598131058,0.18032415773363786,0.05770417426249447,104,129,134,1753999595.3821893
-0.17628910651152807,0.1861893952686895,0.06327649251206241,133,157,155,1753999595.3821893
-0.17339651976718218,0.18639890085247102,0.06303011122375152,123,142,144,1753999595.3821893
-0.17056472717722349,0.1868178077723066,0.06264054806992014,92,126,134,1753999595.3821893
-0.17039191714297322,0.19624383601271533,0.05609377171600616,47,64,76,1753999595.3821893
-0.167565210053321,0.1968722377973341,0.05555900586085616,86,103,108,1753999595.3821893
-0.16479167350624405,0.1977100930418706,0.0548807593731927,104,119,118,1753999595.3821893
-0.16060164615008946,0.1935207646953243,0.05764143522445686,136,155,155,1753999595.3821893
-0.15409528676686213,0.18074325263390745,0.06628056185872733,115,147,154,1753999595.3821893
-0.15122345994859837,0.18095274749869072,0.066034895165484,129,159,162,1753999595.3821893
-0.14818331728837617,0.1805337991739897,0.0662194487241014,109,136,145,1753999595.3821893
-0.14569034252595284,0.1822095096630627,0.0649696072126219,63,75,81,1753999595.3821893
-0.14307352811865104,0.18346632395129847,0.0640061262605246,60,51,58,1753999595.3821893
0.16434841040279305,0.19875745387018862,0.04266017198190791,63,66,65,1753999595.3821893
0.1627670179167241,0.1828379221666797,0.05376199411964455,66,64,71,1753999595.3821893
0.1636711579030394,0.17592551178374427,0.05852695263385582,69,71,77,1753999595.3821893
0.1593564903199467,0.1518367968139296,0.07539281149672394,110,127,128,1753999595.3821893
0.16194226641444742,0.15120839502931083,0.07573856927422218,93,117,117,1753999595.3821893
0.16458644196191974,0.15078948810947523,0.07593690740698217,124,147,143,1753999595.3821893
0.16821690200568087,0.15351255942686626,0.07392058164359006,89,79,91,1753999595.3821893
0.17623985409785883,0.1698510087692089,0.06230315086765803,118,143,148,1753999595.3821893
0.1825229002819842,0.18032434571407197,0.05481627051961352,84,103,107,1753999595.3821893
0.18551833289221384,0.1805337991739897,0.054566330319129164,62,79,82,1753999595.3821893
0.18823428069128964,0.17990539738937106,0.05490754240053758,59,75,83,1753999595.3821893
0.19087215473707922,0.1790675314258362,0.05539680790873652,114,139,146,1753999595.3821893
0.19342866609791584,0.17802018131651653,0.056034305312930355,103,126,133,1753999595.3821893
0.19597422991954994,0.17697286189306394,0.05667213175396324,123,146,153,1753999595.3821893
0.19888284748454974,0.17697286189306394,0.05657056059043625,120,145,152,1753999595.3821893
0.2055859550379295,0.18744620955692537,0.04906902173366956,94,119,126,1753999595.3821893
-0.1826344506366662,0.19449909168406665,0.054139928315104,117,145,149,1753999595.3821893
-0.17603449127243415,0.1830216650359675,0.061945415586373176,105,131,133,1753999595.3821893
-0.1730190489032985,0.18281295265806152,0.061986250408776644,124,152,158,1753999595.3821893
-0.1704472186192479,0.18406505058703737,0.06101978302549188,49,82,86,1753999595.3821893
-0.1690396030477516,0.18928210255698308,0.057317895797843244,52,69,70,1753999595.3821893
-0.16715119021915106,0.1930383335010486,0.05462200188353622,88,112,114,1753999595.3821893
-0.1637289689102619,0.19157757531803044,0.05552525621851173,92,115,120,1753999595.3821893
-0.15838552773092363,0.18323033600900807,0.06118300671060828,110,139,138,1753999595.3821893
-0.1539934212629799,0.17801328403906236,0.06468236318180137,123,152,153,1753999595.3821893
-0.15106840751370634,0.17801328403906236,0.06458021945090281,126,154,158,1753999595.3821893
-0.14814339376443278,0.17801328403906236,0.06447807572000425,106,134,138,1753999595.3821893
-0.145489907432982,0.179056721713996,0.0636548606904001,65,64,68,1753999595.3821893
-0.14282548953816912,0.18010009654606762,0.06283128610926797,60,47,53,1753999595.3821893
-0.14025437796111498,0.18156090685294934,0.06171870743349289,44,40,43,1753999595.3821893
-0.04434874368608617,0.1976293311470072,0.047119237113007806,132,37,54,1753999595.3821893
-0.04026100448746948,0.18281295265806152,0.057350237341556254,132,35,48,1753999595.3821893
-0.03192291281405516,0.19199495866897698,0.05063025743750443,130,32,45,1753999595.3821893
-0.028418080171810765,0.18197823808003222,0.05752110052372911,130,29,43,1753999595.3821893
-0.025926294157778303,0.19199495866897698,0.05042085089967868,132,35,48,1753999595.3821893
-0.022919621930091092,0.19178628769593642,0.05046194908004198,135,32,47,1753999595.3821893
-0.019355271093902025,0.1755091510239728,0.06173398736940239,132,33,49,1753999595.3821893
-0.016591627244303322,0.18051747989701405,0.058130872623595564,129,31,49,1753999595.3821893
-0.013653481033084457,0.18051747989701405,0.05802827029702057,130,23,42,1753999595.3821893
-0.010914800913224857,0.19095152099404333,0.05062719124943277,133,25,35,1753999595.3821893
-0.0077771889887659025,0.18051747989701405,0.05782306565707468,135,24,38,1753999595.3821893
0.010137776168966946,0.1967946165689779,0.045800953125050226,132,26,40,1753999595.3821893
0.01299458667450641,0.18949076281102528,0.050815017973245724,134,25,40,1753999595.3821893
0.026846239190723493,0.16757924294203308,0.0656727453145422,130,29,43,1753999595.3821893
0.029727890751013435,0.16778795531993906,0.06542597943435813,135,38,49,1753999595.3821893
0.03326993092837414,0.179056721713996,0.05741242958060111,128,41,53,1753999595.3821893
0.03599772483734551,0.17592648225105556,0.05950882082395664,133,43,56,1753999595.3821893
0.03913090410852083,0.179056721713996,0.057207759887179854,133,55,64,1753999595.3821893
0.043537232877560374,0.1986727581029425,0.04331962758127167,130,45,54,1753999595.3821893
0.05265615973407698,0.19888142907598305,0.04285509415033956,132,30,49,1753999595.3821893
0.05569056328497001,0.19888142907598305,0.0427491304433939,131,27,45,1753999595.3821893
0.06430327592743937,0.19449909168406665,0.045516672886942666,133,35,51,1753999595.3821893
0.06731470843905693,0.19449909168406665,0.04541151134636451,132,30,47,1753999595.3821893
0.0689467034841717,0.18323033600900807,0.053244390266301234,133,34,50,1753999595.3821893
0.07046055962842906,0.17196158033394948,0.06108139468756274,135,37,48,1753999595.3821893
0.07485142960654949,0.18323033600900807,0.053038192686469754,137,36,48,1753999595.3821893
0.07953341467940413,0.1957511896130426,0.0441081676314945,131,47,63,1753999595.3821893
0.0825514220460234,0.1957511896130426,0.044002776491920415,132,44,61,1753999595.3821893
0.08547637036434949,0.19512514600805375,0.04433896877006549,133,44,54,1753999595.3821893
0.08845898163837752,0.1949164750350132,0.04438090717744525,131,48,61,1753999595.3821893
0.09137299172114594,0.19429043143002445,0.044717481427192896,130,62,70,1753999595.3821893
0.09205119047126853,0.18010009654606762,0.05462921170767138,134,74,84,1753999595.3821893
0.09498714990214177,0.18010009654606762,0.05452668574514874,137,53,69,1753999595.3821893
0.0979231018869731,0.18010009654606762,0.05442416004264761,135,57,68,1753999595.3821893
0.10085906876388816,0.18010009654606762,0.054321633820103465,135,59,72,1753999595.3821893
0.10383369904944,0.1803088089239735,0.05407162105128682,133,57,70,1753999595.3821893
0.10677075304847326,0.1803088089239735,0.05396905686560177,135,56,70,1753999595.3821893
0.10974866853485554,0.18051747989701405,0.05371897227717232,128,51,55,1753999595.3821893
0.11117648546797244,0.1730049551660211,0.05892903216867923,133,45,62,1753999595.3821893
0.11411830254320164,0.17321362613906166,0.05868020816454472,134,46,63,1753999595.3821893
0.11706229981235818,0.17342233851696753,0.05843126512423252,130,47,60,1753999595.3821893
0.12000848771418535,0.1736310094900081,0.05818228848746981,127,47,59,1753999595.3821893
0.1229568643910801,0.1738396697440504,0.05793322505947168,124,48,61,1753999595.3821893
0.1259548579655054,0.17425705309499695,0.05753630293846623,144,125,121,1753999595.3821893
0.132401904016656,0.18949076281102528,0.04664522256871256,120,118,106,1753999595.3821893
0.13275772663391971,0.1784306673900089,0.054376562566144426,120,118,106,1753999595.3821893
0.13578635322474022,0.17884805074095544,0.05397857071663459,117,115,103,1753999595.3821893
0.13591863465891965,0.16757924294203308,0.061863853334484575,109,111,95,1753999595.3821893
0.13625013808833886,0.157562574476952,0.06886547897406953,106,95,86,1753999595.3821893
0.14430459579434166,0.17780462378502015,0.05441167073398667,49,49,45,1753999595.3821893
0.15157983249675852,0.19429043143002445,0.04261501221864139,53,59,61,1753999595.3821893
0.15459017788625795,0.19429043143002445,0.04250988864120414,72,68,71,1753999595.3821893
0.15777232421719103,0.1949164750350132,0.04196043191854798,78,67,71,1753999595.3821893
0.15302386596951462,0.16716191171495032,0.061558722828637336,81,60,67,1753999595.3821893
0.1513733913922018,0.15130210091057028,0.0727206643215863,96,62,70,1753999595.3821893
0.1541584046615863,0.15130210091057028,0.07262340951517471,85,49,53,1753999595.3821893
0.15355303794460204,0.1398246796219702,0.08068051749640182,103,59,68,1753999595.3821893
0.15182353066353024,0.12500829577352546,0.09111465526958118,109,68,78,1753999595.3821893
0.15421538962899237,0.12417358655499533,0.09161556210506278,110,61,74,1753999595.3821893
0.15659850676063244,0.12333887197696602,0.09211676903334515,121,49,63,1753999595.3821893
0.15910489541954584,0.12292148862601948,0.09232147389118572,134,47,64,1753999595.3821893
0.17174088396850654,0.15401495702256418,0.07010999778098786,167,112,120,1753999595.3821893
0.17938275701095024,0.16883134087100893,0.059469395645904755,81,100,100,1753999595.3821893
0.18510097309300563,0.1773872925579374,0.0532792271800947,61,85,85,1753999595.3821893
0.18795230433731316,0.17717856946103305,0.05332578253173342,54,73,77,1753999595.3821893
0.19058700869407585,0.1763438656020021,0.05381821419804611,68,94,96,1753999595.3821893
0.19270487322513902,0.1740483821219564,0.05535143453017749,119,145,145,1753999595.3821893
0.1948723412579995,0.17196158033394948,0.056736839539218875,96,126,129,1753999595.3821893
0.19769086524167573,0.17175285723704525,0.05678454054564375,125,154,155,1753999595.3821893
0.20172103567390143,0.1748830966999857,0.05445215598729586,102,124,125,1753999595.3821893
-0.17945541933391002,0.18214863579641405,0.059134757570415586,123,151,155,1753999595.3821893
-0.1742130310898795,0.1748722869881455,0.06409209361970308,93,126,130,1753999595.3821893
-0.17116512841292514,0.17445646861095343,0.06427940059012127,139,164,171,1753999595.3821893
-0.16843701658698454,0.17508016475531052,0.06374353080358797,55,73,82,1753999595.3821893
-0.16774805100190784,0.1825643913307441,0.058432207369381706,62,76,80,1753999595.3821893
-0.16533611131224105,0.18443545832581887,0.05702615379746334,89,106,109,1753999595.3821893
-0.16284466195164607,0.1860986061488631,0.05576422653386076,113,136,141,1753999595.3821893
-0.1569305727239538,0.17570385018066936,0.06290110454993952,110,135,140,1753999595.3821893
-0.15389141247404156,0.17528809464633932,0.06308869462556094,127,114,118,1753999595.3821893
-0.13893053114260884,0.1310064045405991,0.09384920657599777,128,43,66,1753999595.3821893
-0.13629722287010837,0.13121428230776422,0.09361038947973455,135,47,66,1753999595.3821893
-0.13371605207661683,0.1316300953254571,0.09322650575343994,131,56,71,1753999595.3821893
-0.13113050932142892,0.13204585621928633,0.09284250189948079,129,57,71,1753999595.3821893
-0.12854058960932566,0.13246166387748015,0.09245830747545303,127,51,64,1753999595.3821893
-0.1259973408463751,0.13308535466233806,0.09192888807056693,119,52,62,1753999595.3821893
-0.12689468162827944,0.14805381317270438,0.08138570062828637,89,44,49,1753999595.3821893
-0.12411623576785473,0.14805381317270438,0.0812886751608492,93,53,54,1753999595.3821893
-0.12133780479951375,0.14805381317270438,0.08119165021345498,86,53,64,1753999595.3821893
-0.11855935893908906,0.14805381317270438,0.08109462474601781,64,25,23,1753999595.3821893
-0.11806006821044719,0.15844856378139904,0.07373378138805808,102,63,61,1753999595.3821893
-0.12092154981899263,0.18505915447017596,0.05503456111116872,107,71,71,1753999595.3821893
-0.1205955017410928,0.1977407329677746,0.046064226026499955,94,86,83,1753999595.3821893
-0.1150175378557588,0.18526703223734098,0.05468152852524555,103,92,87,1753999595.3821893
-0.11455696327386816,0.1979486628588033,0.04570646312693821,106,104,94,1753999595.3821893
-0.11159621464773706,0.19836441839313335,0.04530935161648497,92,47,54,1753999595.3821893
-0.10449500812177161,0.17674335398322016,0.06033565982822581,121,49,61,1753999595.3821893
-0.10558575454365553,0.19878022605132717,0.04480570928989175,131,52,70,1753999595.3821893
-0.10257723241229154,0.19898811453749055,0.04455379979447893,131,47,65,1753999595.3821893
-0.0965645326238537,0.18173281741922187,0.05653388609988058,131,55,68,1753999595.3821893
-0.09094127330152577,0.1657249125896676,0.0676463679214061,126,50,63,1753999595.3821893
-0.08800275261889672,0.16530910493147377,0.06783750495276059,127,47,59,1753999595.3821893
-0.08513351716953005,0.16530910493147377,0.06773730904301573,127,47,59,1753999595.3821893
-0.082138840121867,0.16447753101995166,0.06822019458352252,130,49,64,1753999595.3821893
-0.07936479384404349,0.16510122180480968,0.06768271555182037,131,44,58,1753999595.3821893
-0.07567974999318039,0.1592801323334221,0.07166636091845258,126,39,58,1753999595.3821893
-0.0726737514254608,0.15803275076370615,0.0724426035375264,127,39,58,1753999595.3821893
-0.06984280724658821,0.15803275076370615,0.07234374478841199,126,39,56,1753999595.3821893
-0.06903153996654043,0.1742485908437883,0.060859677035698556,130,43,60,1753999595.3821893
-0.0670328480955139,0.18194070590538525,0.05535576736421077,130,44,58,1753999595.3821893
-0.06407610303866418,0.18194070590538525,0.05525251555163463,132,39,60,1753999595.3821893
