1.8636,1.8639,1.7631,1.6646,1.5668,1.4679,1.3665,1.3673,1.3788,1.392,1.3966,1.3854,1.3857,1.3859,1.3862
1.0289,1.0286,1.0156,1.0079,1.0056,1.0083,1.0154,0.9568,0.9319,0.9341,0.9633,1.026,1.0264,1.0264,1.0265
1.1653,1.1657,1.2023,1.2243,1.2311,1.2234,1.2026,1.3584,1.4288,1.4227,1.3408,1.1762,1.1755,1.1753,1.1752
3.118,3.1165,3.1198,3.123,3.1266,3.131,3.1365,3.1149,3.0857,3.0596,3.0466,3.0471,3.0473,3.0475,3.0477
-0.5607,-0.56058,-0.53283,-0.51527,-0.5086,-0.51253,-0.52606,-0.43235,-0.38984,-0.39625,-0.45002,-0.55107,-0.55147,-0.5516,-0.55174
-0.054531,-0.05652,0.044654,0.15484,0.26767,0.37632,0.47458,0.37873,0.29991,0.21879,0.11568,-0.017123,-0.015787,-0.014482,-0.013182
